# timestamp tx ty tz qx qy qz qw
573.454398161 -1.38342512887605 -6.09537238648185 -1.00427186483835 -0.0234910310017671 0.0723027816555874 -0.913730297586588 0.399145866193881
573.456398161 -1.38341446630455 -6.09536374030534 -1.00426922342071 -0.0235311009385435 0.0722991432588054 -0.913720628999306 0.399166297818059
573.458398161 -1.38340269660557 -6.09535552892432 -1.00426580491917 -0.0235690885692997 0.0722940354138077 -0.913711781139437 0.399185234589904
573.460398161 -1.38338994624825 -6.09534777021156 -1.00426173253878 -0.0236050395550621 0.0722878423732364 -0.913703642140598 0.399202861076461
573.462398161 -1.38337633486601 -6.09534048043201 -1.00425712185502 -0.0236390031025247 0.0722809202279312 -0.913696106493683 0.399219352088055
573.464398161 -1.38336197540331 -6.09533367431374 -1.00425208102371 -0.0236710317704719 0.0722735977060979 -0.913689074890403 0.399234872920013
573.466398161 -1.38334697426242 -6.09532736511899 -1.00424671099084 -0.0237011812761228 0.0722661769722869 -0.913682454064966 0.399249579593703
573.468398161 -1.38333143145019 -6.0953215647151 -1.00424110570242 -0.0237295103013722 0.0722589344261778 -0.913676156634247 0.39926361909711
573.470398161 -1.38331544072484 -6.09531628364552 -1.00423535231441 -0.023756080298908 0.0722521215011723 -0.91367010093673 0.399277129625124
573.472398161 -1.38329908974267 -6.09531153120082 -1.00422953140254 -0.0237809552981896 0.0722459654627955 -0.913664210870488 0.399290240819711
573.474398161 -1.38328246020488 -6.09530731548964 -1.00422371717218 -0.0238042017112743 0.07224067020691 -0.913658415730428 0.399303074010094
573.476398161 -1.38326562800433 -6.09530364350967 -1.00421797766826 -0.0238258881384832 0.0722364170577453 -0.913652650044993 0.399315742453054
573.478398161 -1.38324866337229 -6.0953005212187 -1.00421237498504 -0.0238460851739005 0.0722333655657496 -0.91364685341249 0.399328351573463
573.480398161 -1.3832316310252 -6.09529795360553 -1.0042069654761 -0.0238648652107027 0.0722316543052674 -0.913640970337187 0.399340999205094
573.482398161 -1.38321459031149 -6.09529594476101 -1.00420179996409 -0.0238823022463178 0.0722314016720527 -0.913634950065284 0.399353775831795
573.484398161 -1.38319759535827 -6.095294497949 -1.00419692395068 -0.0238984716874152 0.0722327066806216 -0.913628746420873 0.399366764829048
573.486398161 -1.38318069521819 -6.09529361567737 -1.00419237782642 -0.023913450154731 0.0722356497614553 -0.913622317641938 0.399380042705956
573.488398161 -1.38316393401611 -6.09529329976899 -1.00418819708054 -0.023927315287732 0.0722402935580592 -0.913615626216464 0.399393679347665
573.490398161 -1.38314735109595 -6.09529355143269 -1.00418441251091 -0.0239401455491267 0.0722466837238883 -0.913608638718695 0.399407738258238
573.492398161 -1.3831309811674 -6.09529437133427 -1.00418105043385 -0.0239520200292305 0.0722548497191458 -0.913601325645558 0.399422276803964
573.494398161 -1.38311485445272 -6.09529575966751 -1.00417813289403 -0.0239630182501931 0.0722648056074661 -0.913593661253275 0.399437346457104
573.496398161 -1.38309899683352 -6.09529771622509 -1.00417567787429 -0.0239732199700991 0.0722765508524869 -0.913585623394153 0.399452993040046
573.498398161 -1.38308342999746 -6.09530024046965 -1.00417369950557 -0.0239827049869498 0.0722900711143234 -0.913577193353551 0.39946925696985
573.500398161 -1.38306817158512 -6.09530333160473 -1.00417220827675 -0.0239915529425388 0.0723053390459495 -0.913568355687008 0.399486173503153
573.502398161 -1.38305323533666 -6.09530698864576 -1.00417121124449 -0.0239998431262298 0.0723223150894959 -0.913559098057501 0.399503772981404
573.504398161 -1.38303863123868 -6.09531121049109 -1.00417071224316 -0.0240076542786483 0.0723409482724717 -0.913549411072805 0.399522081076387
573.506398161 -1.38302436567094 -6.0953159959929 -1.00417071209464 -0.0240150643952971 0.0723611770039175 -0.913539288122933 0.399541119036005
573.508398161 -1.38301044155311 -6.09532134402826 -1.00417120881826 -0.0240221505301058 0.0723829298704971 -0.913528725217598 0.39956090393028
573.510398161 -1.3829968584916 -6.0953272535701 -1.00417219784059 -0.0240289885989224 0.0724061264325323 -0.913517720823682 0.399581448897535
573.512398161 -1.38298361292627 -6.09533372375815 -1.00417367220539 -0.0240356531829578 0.0724306780199888 -0.913506275702653 0.399602763390723
573.514398161 -1.38297069827722 -6.09534075397 -1.0041756227834 -0.0240422173321894 0.0724564885284169 -0.913494392747895 0.399624853423856
573.516398161 -1.38295810509157 -6.09534834389201 -1.00417803848227 -0.0240487523687315 0.0724834552148504 -0.913482076821923 0.399647721818517
573.518398161 -1.38294582119021 -6.09535649359036 -1.00418090645639 -0.0240553276901787 0.0725114694936701 -0.91346933459343 0.39967136845041
573.520398161 -1.38293383181456 -6.09536520358202 -1.00418421231677 -0.0240620105729274 0.0725404177324321 -0.913456174374136 0.399695790495923
573.522398161 -1.38292211977337 -6.0953744749057 -1.00418794034093 -0.0240688659754781 0.0725701820476644 -0.913442605955411 0.399720982678681
573.524398161 -1.38291066558945 -6.0953843091929 -1.00419207368273 -0.0240759563417226 0.0726006411006324 -0.913428640444636 0.399746937516065
573.526398161 -1.38289944764648 -6.09539470873885 -1.00419659458225 -0.0240833414042157 0.0726316708930749 -0.913414290101278 0.399773645565671
573.528398161 -1.38288844233573 -6.09540567657349 -1.00420148457569 -0.0240910779874328 0.0726631455629092 -0.913399568172661 0.399801095671714
573.530398161 -1.38287762420287 -6.09541721653252 -1.00420672470518 -0.0240992198110099 0.0726949381799051 -0.913384488729413 0.399829275211344
573.532398161 -1.3828669660947 -6.0954293333283 -1.00421229572872 -0.0241078172929645 0.072726921541325 -0.913369066500575 0.399858170340885
573.534398161 -1.38285643930597 -6.09544203262092 -1.00421817832998 -0.0241169173528917 0.0727589689675292 -0.913353316708368 0.39988776624198
573.536398161 -1.38284601372608 -6.09545532108912 -1.0042243533282 -0.02412656321513 0.0727909550975413 -0.913337254902616 0.399918047367668
573.538398161 -1.3828356579859 -6.09546920650131 -1.00423080188807 -0.0241367942118887 0.0728227566845704 -0.913320896794826 0.399948997688365
573.540398161 -1.38282533960452 -6.09548369778656 -1.00423750572957 -0.0241476455863274 0.0728542533914854 -0.913304258091927 0.399980600937798
573.542398161 -1.38281502513603 -6.09549880510558 -1.00424444733786 -0.0241591482955784 0.0728853285862364 -0.91328735432969 0.400012840858872
573.544398161 -1.38280468031626 -6.0955145399217 -1.00425161017314 -0.0241713288136973 0.072915870137215 -0.913270200705839 0.400045701449508
573.546398161 -1.38279427020956 -6.09553091507186 -1.00425897888052 -0.0241842089345311 0.072945771208551 -0.913252811912877 0.40007916720847
573.548398161 -1.3827837593556 -6.0955479448376 -1.00426653949988 -0.0241978055744858 0.0729749310553336 -0.913235201970642 0.400113223381194
573.550398161 -1.38277311191608 -6.09556564501606 -1.00427427967576 -0.0242121305751797 0.0730032558187528 -0.913217384058633 0.400147856205653
573.552398161 -1.38276229182155 -6.09558403299093 -1.00428218886718 -0.0242271905059631 0.0730306593211517 -0.91319937034813 0.400183053158282
573.554398161 -1.38275126291814 -6.09560312780349 -1.00429025855759 -0.0242429864662859 0.073057063860982 -0.913181171834141 0.400218803199992
573.556398161 -1.38273998911329 -6.0956229502226 -1.00429848246196 -0.0242595138918893 0.0730824009980645 -0.913162798169011 0.400255097019676
573.558398161 -1.38272843449369 -6.09564352279064 -1.00430685666385 -0.0242767624646825 0.0731066120894347 -0.913144257542996 0.400291927209741
573.560398161 -1.38271656337284 -6.09566486980797 -1.00431537957444 -0.0242947162861358 0.0731296481922356 -0.913125556684284 0.400329288268885
573.562398161 -1.38270434031086 -6.09568701729326 -1.00432405182139 -0.0243133541544331 0.0731514697172064 -0.91310670090619 0.400367176536974
573.564398161 -1.38269173013323 -6.09570999294285 -1.00433287613501 -0.024332649845512 0.0731720460724802 -0.91308769415632 0.400405590127507
573.566398161 -1.38267869794954 -6.09573382609016 -1.00434185723447 -0.0243525723939956 0.0731913553072761 -0.913068539065896 0.400444528860303
